BHK,Residential_type,Furnishing,Bathroom,Tenants_preferred,Balcony,Posted_by,City,Price
3,Apartment,Unfurnished,2,Bachelors/Family,2.0,Owner,Gurgaon,23000
3,Apartment,Semi-Furnished,3,Bachelors,5.0,Owner,Gurgaon,33000
3,Builder Floor,Semi-Furnished,4,Bachelors/Family,4.0,Owner,Gurgaon,130000
4,Builder Floor,Unfurnished,4,Bachelors/Family,4.0,Owner,Gurgaon,90000
3,Apartment,Unfurnished,3,Bachelors,3.0,Agent,Gurgaon,66000
2,Apartment,Semi-Furnished,2,Bachelors,2.0,Agent,Gurgaon,45000
4,Apartment,Semi-Furnished,5,Bachelors/Family,4.0,Agent,Gurgaon,130000
4,Apartment,Semi-Furnished,4,Bachelors/Family,4.0,Agent,Gurgaon,350000
3,Builder Floor,Semi-Furnished,3,Bachelors,2.0,Agent,Gurgaon,80000
4,Apartment,Semi-Furnished,4,Bachelors,4.0,Agent,Gurgaon,30000
3,Apartment,Semi-Furnished,3,Bachelors/Family,3.0,Agent,Gurgaon,30000
4,Apartment,Unfurnished,4,Family,5.0,Agent,Gurgaon,650000
3,Apartment,Semi-Furnished,3,Bachelors/Family,3.0,Agent,Gurgaon,90000
3,Apartment,Semi-Furnished,2,Family,3.0,Agent,Gurgaon,31000
3,Apartment,Semi-Furnished,4,Family,4.0,Agent,Gurgaon,150000
4,Apartment,Unfurnished,4,Bachelors,3.0,Owner,Gurgaon,95000
4,Apartment,Semi-Furnished,4,Bachelors,4.0,Owner,Gurgaon,50000
1, House,Semi-Furnished,1,Bachelors,2.0,Owner,Gurgaon,25000
3,Builder Floor,Unfurnished,3,Bachelors/Family,4.0,Owner,Gurgaon,33000
6, House,Semi-Furnished,4,Bachelors,4.0,Owner,Gurgaon,250000
4,Builder Floor,Semi-Furnished,5,Family,3.0,Owner,Gurgaon,20000
3,Apartment,Semi-Furnished,4,Bachelors/Family,3.0,Agent,Gurgaon,120000
3,Builder Floor,Semi-Furnished,3,Bachelors,3.0,Owner,Gurgaon,10000
3,Apartment,Unfurnished,4,Bachelors,4.0,Owner,Gurgaon,42000
1,Builder Floor,Furnished,1,Bachelors/Family,1.0,Owner,Gurgaon,35000
1, House,Furnished,1,Bachelors/Family,2.0,Owner,Gurgaon,38000
3,Apartment,Semi-Furnished,2,Bachelors/Family,2.0,Owner,Gurgaon,32000
5,Apartment,Semi-Furnished,6,Bachelors/Family,3.0,Owner,Gurgaon,230000
3,Apartment,Semi-Furnished,3,Bachelors,2.0,Owner,Gurgaon,30000
4,Apartment,Furnished,4,Bachelors/Family,3.0,Owner,Gurgaon,85000
4,Apartment,Semi-Furnished,4,Bachelors,3.0,Owner,Gurgaon,170000
3,Builder Floor,Furnished,3,Bachelors,2.0,Owner,Gurgaon,85000
3,Builder Floor,Semi-Furnished,4,Bachelors/Family,2.0,Agent,Gurgaon,65000
3,Builder Floor,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,45000
4,Apartment,Semi-Furnished,4,Bachelors,4.0,Agent,Gurgaon,56000
3, House,Semi-Furnished,3,Bachelors,1.5,Owner,Gurgaon,50000
4,Builder Floor,Semi-Furnished,3,Bachelors/Family,3.0,Agent,Gurgaon,65000
3,Apartment,Semi-Furnished,5,Bachelors,2.0,Owner,Gurgaon,130000
3,Apartment,Semi-Furnished,3,Bachelors,4.0,Agent,Gurgaon,60000
3,Apartment,Unfurnished,3,Bachelors,4.0,Agent,Gurgaon,49000
3,Apartment,Semi-Furnished,3,Bachelors/Family,3.0,Agent,Gurgaon,38000
4,Villa,Furnished,4,Family,4.0,Agent,Gurgaon,50000
3,Builder Floor,Furnished,3,Bachelors/Family,1.0,Agent,Gurgaon,80000
3,Apartment,Unfurnished,3,Bachelors/Family,2.0,Agent,Gurgaon,38000
4,Apartment,Semi-Furnished,3,Family,3.0,Agent,Gurgaon,70000
2,Apartment,Furnished,2,Bachelors/Family,4.0,Owner,Gurgaon,75000
4,Apartment,Semi-Furnished,5,Bachelors/Family,3.0,Owner,Gurgaon,110000
3,Apartment,Unfurnished,4,Bachelors,3.0,Owner,Gurgaon,95000
3,Apartment,Semi-Furnished,3,Family,1.0,Owner,Gurgaon,75000
4,Builder Floor,Semi-Furnished,4,Bachelors/Family,4.0,Agent,Gurgaon,210000
3,Apartment,Semi-Furnished,3,Bachelors/Family,3.0,Agent,Gurgaon,36000
3,Apartment,Semi-Furnished,3,Bachelors/Family,3.0,Owner,Gurgaon,54500
4,Apartment,Furnished,5,Bachelors,4.0,Agent,Gurgaon,30000
2,Apartment,Semi-Furnished,2,Bachelors,3.0,Agent,Gurgaon,25000
4,Apartment,Semi-Furnished,4,Bachelors/Family,3.0,Owner,Gurgaon,130000
3, House,Furnished,2,Bachelors/Family,2.0,Owner,Gurgaon,40000
4,Apartment,Unfurnished,4,Bachelors,1.0,Owner,Gurgaon,85000
3,Apartment,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,150000
1, House,Furnished,1,Bachelors/Family,1.0,Owner,Gurgaon,14000
4,Apartment,Semi-Furnished,4,Bachelors,4.0,Agent,Gurgaon,50000
5, House,Semi-Furnished,6,Family,3.0,Agent,Gurgaon,20000
3,Apartment,Semi-Furnished,3,Family,3.0,Agent,Gurgaon,27000
4,Apartment,Semi-Furnished,4,Bachelors,4.0,Agent,Gurgaon,70000
3,Apartment,Semi-Furnished,3,Family,3.0,Agent,Gurgaon,52000
3,Apartment,Unfurnished,3,Bachelors,3.0,Agent,Gurgaon,45000
4,Apartment,Semi-Furnished,4,Family,3.0,Agent,Gurgaon,65000
2,Apartment,Furnished,2,Bachelors,2.0,Agent,Gurgaon,25000
3,Builder Floor,Semi-Furnished,3,Bachelors,2.0,Agent,Gurgaon,88000
3,Apartment,Semi-Furnished,2,Bachelors,4.0,Agent,Gurgaon,15000
3,Apartment,Furnished,3,Family,3.0,Agent,Gurgaon,28500
3,Apartment,Semi-Furnished,3,Bachelors,2.0,Agent,Gurgaon,30000
1,Builder Floor,Furnished,1,Bachelors,1.0,Agent,Gurgaon,32000
3, House,Furnished,1,Bachelors,2.0,Owner,Gurgaon,85000
4,Builder Floor,Semi-Furnished,5,Bachelors,2.0,Agent,Gurgaon,270000
3,Builder Floor,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,25000
4,Apartment,Semi-Furnished,5,Family,3.0,Agent,Gurgaon,220000
3,Apartment,Semi-Furnished,3,Bachelors/Family,3.0,Agent,Gurgaon,60000
3,Apartment,Semi-Furnished,4,Bachelors/Family,3.0,Agent,Gurgaon,42000
3,Apartment,Semi-Furnished,4,Bachelors/Family,2.0,Agent,Gurgaon,120000
3,Apartment,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,60000
3,Apartment,Semi-Furnished,3,Bachelors,4.0,Agent,Gurgaon,50000
3,Apartment,Furnished,2,Bachelors/Family,3.0,Agent,Gurgaon,65000
3,Apartment,Semi-Furnished,3,Bachelors/Family,2.0,Agent,Gurgaon,38000
3,Apartment,Semi-Furnished,3,Family,3.0,Agent,Gurgaon,53000
3,Apartment,Semi-Furnished,3,Family,3.0,Agent,Gurgaon,35000
4,Apartment,Furnished,4,Family,4.0,Agent,Gurgaon,53000
3,Apartment,Semi-Furnished,3,Bachelors,2.0,Owner,Gurgaon,99500
4,Apartment,Semi-Furnished,4,Bachelors/Family,4.0,Agent,Gurgaon,65000
3,Apartment,Semi-Furnished,2,Bachelors/Family,2.0,Agent,Gurgaon,28000
4,Apartment,Semi-Furnished,4,Bachelors/Family,3.0,Agent,Gurgaon,230000
3,Apartment,Semi-Furnished,3,Bachelors,4.0,Agent,Gurgaon,35000
3,Builder Floor,Semi-Furnished,3,Bachelors,2.0,Agent,Gurgaon,85000
3,Apartment,Unfurnished,3,Bachelors,2.0,Agent,Gurgaon,75000
2,Apartment,Semi-Furnished,2,Bachelors/Family,2.0,Agent,Gurgaon,60000
2,Apartment,Unfurnished,2,Bachelors/Family,3.0,Agent,Gurgaon,15500
4,Apartment,Semi-Furnished,4,Bachelors,2.0,Agent,Gurgaon,170000
5,Apartment,Semi-Furnished,5,Family,4.0,Agent,Gurgaon,260000
4,Apartment,Unfurnished,4,Bachelors,2.0,Owner,Gurgaon,170000
2,Builder Floor,Semi-Furnished,2,Bachelors/Family,1.0,Agent,Gurgaon,32000
3,Apartment,Semi-Furnished,3,Bachelors/Family,2.0,Owner,Gurgaon,55000
1,Builder Floor,Furnished,1,Bachelors/Family,1.0,Agent,Gurgaon,30000
4,Apartment,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,64000
4,Apartment,Semi-Furnished,6,Bachelors/Family,4.0,Agent,Gurgaon,350000
2,Apartment,Semi-Furnished,2,Bachelors/Family,4.0,Agent,Gurgaon,22000
4,Apartment,Semi-Furnished,4,Bachelors,4.0,Agent,Gurgaon,150000
2,Apartment,Semi-Furnished,2,Bachelors,2.0,Agent,Gurgaon,23000
4,Apartment,Semi-Furnished,5,Bachelors/Family,2.0,Agent,Gurgaon,580000
5,Builder Floor,Unfurnished,5,Bachelors,5.0,Owner,Gurgaon,110000
4,Villa,Semi-Furnished,4,Family,2.0,Agent,Gurgaon,110000
4,Apartment,Furnished,3,Bachelors/Family,2.0,Agent,Gurgaon,85000
4,Apartment,Unfurnished,3,Bachelors,3.0,Owner,Gurgaon,43000
3,Apartment,Unfurnished,3,Bachelors,3.0,Owner,Gurgaon,67500
1,Apartment,Semi-Furnished,1,Bachelors/Family,1.0,Owner,Gurgaon,5000
2,Apartment,Semi-Furnished,2,Bachelors/Family,3.0,Owner,Gurgaon,40000
2,Apartment,Semi-Furnished,2,Bachelors/Family,3.0,Agent,Gurgaon,46000
3,Builder Floor,Semi-Furnished,4,Bachelors/Family,2.0,Owner,Gurgaon,110000
2,Apartment,Unfurnished,2,Bachelors/Family,1.0,Owner,Gurgaon,15000
3,Apartment,Unfurnished,3,Bachelors/Family,1.0,Owner,Gurgaon,80000
4,Apartment,Semi-Furnished,3,Family,4.0,Agent,Gurgaon,80000
3,Apartment,Unfurnished,3,Family,3.0,Agent,Gurgaon,120000
3,Builder Floor,Furnished,3,Bachelors,2.0,Owner,Gurgaon,60000
5,Penthouse,Unfurnished,5,Bachelors,5.0,Owner,Gurgaon,120000
3,Apartment,Unfurnished,2,Bachelors,3.0,Owner,Gurgaon,35000
2,Apartment,Semi-Furnished,2,Bachelors,3.0,Agent,Gurgaon,42000
2,Apartment,Semi-Furnished,2,Bachelors,2.0,Agent,Gurgaon,17000
4,Builder Floor,Semi-Furnished,5,Family,4.0,Owner,Gurgaon,230000
4,Penthouse,Semi-Furnished,5,Bachelors/Family,3.5,Owner,Gurgaon,450000
3,Apartment,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,65000
3,Apartment,Semi-Furnished,3,Family,3.0,Agent,Gurgaon,65000
1, House,Semi-Furnished,1,Bachelors/Family,1.0,Agent,Gurgaon,19000
3,Builder Floor,Semi-Furnished,3,Bachelors/Family,3.0,Agent,Gurgaon,50000
3,Apartment,Unfurnished,4,Bachelors/Family,3.0,Agent,Gurgaon,140000
4,Apartment,Furnished,5,Bachelors,3.0,Owner,Gurgaon,250000
3,Apartment,Furnished,4,Bachelors/Family,2.0,Owner,Gurgaon,40000
3,Apartment,Furnished,4,Bachelors/Family,4.0,Owner,Gurgaon,47000
4,Builder Floor,Semi-Furnished,5,Bachelors/Family,3.0,Agent,Gurgaon,130000
2,Apartment,Semi-Furnished,2,Bachelors/Family,2.0,Agent,Gurgaon,50000
3,Builder Floor,Semi-Furnished,3,Bachelors,1.0,Agent,Gurgaon,44000
3,Builder Floor,Furnished,3,Bachelors/Family,2.0,Agent,Gurgaon,70000
2,Apartment,Furnished,2,Bachelors,1.0,Agent,Gurgaon,35000
3,Apartment,Furnished,3,Bachelors/Family,2.0,Agent,Gurgaon,46000
3,Apartment,Unfurnished,4,Bachelors/Family,3.0,Agent,Gurgaon,42000
7, House,Semi-Furnished,6,Bachelors/Family,4.0,Owner,Gurgaon,30000
3,Apartment,Semi-Furnished,3,Family,4.0,Agent,Gurgaon,70000
3,Apartment,Unfurnished,4,Bachelors,3.0,Agent,Gurgaon,140000
3,Apartment,Unfurnished,3,Bachelors/Family,2.0,Owner,Gurgaon,75000
3,Apartment,Semi-Furnished,4,Bachelors/Family,3.0,Agent,Gurgaon,80000
4, House,Semi-Furnished,4,Bachelors/Family,4.0,Owner,Gurgaon,55000
3,Apartment,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,45000
3,Builder Floor,Semi-Furnished,3,Family,2.0,Agent,Gurgaon,50000
3,Apartment,Unfurnished,3,Bachelors,3.0,Agent,Gurgaon,59000
3,Apartment,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,35000
3,Apartment,Unfurnished,4,Bachelors,2.0,Owner,Gurgaon,120000
4,Apartment,Semi-Furnished,4,Bachelors/Family,2.0,Agent,Gurgaon,70000
1,Apartment,Unfurnished,1,Bachelors/Family,1.0,Agent,Gurgaon,13000
4,Apartment,Furnished,3,Bachelors,3.0,Owner,Gurgaon,48000
3,Apartment,Semi-Furnished,3,Bachelors/Family,3.0,Owner,Gurgaon,42000
3,Builder Floor,Furnished,3,Bachelors/Family,2.0,Agent,Gurgaon,90000
3,Apartment,Semi-Furnished,2,Bachelors/Family,2.0,Owner,Gurgaon,31000
3,Apartment,Semi-Furnished,3,Family,3.0,Agent,Gurgaon,60000
3,Apartment,Semi-Furnished,3,Bachelors/Family,3.0,Agent,Gurgaon,34000
3,Builder Floor,Semi-Furnished,3,Family,3.0,Agent,Gurgaon,65000
3,Builder Floor,Unfurnished,2,Bachelors,1.0,Owner,Gurgaon,26000
2,Builder Floor,Unfurnished,2,Bachelors,2.0,Agent,Gurgaon,45000
1,Builder Floor,Furnished,1,Bachelors/Family,1.0,Agent,Gurgaon,25000
3,Builder Floor,Semi-Furnished,4,Bachelors,3.0,Owner,Gurgaon,90000
3,Apartment,Semi-Furnished,4,Bachelors,4.0,Agent,Gurgaon,20000
2,Apartment,Semi-Furnished,2,Bachelors/Family,2.0,Agent,Gurgaon,37000
3,Builder Floor,Semi-Furnished,3,Bachelors/Family,2.0,Agent,Gurgaon,58000
2,Builder Floor,Semi-Furnished,2,Bachelors,2.0,Agent,Gurgaon,30000
3, House,Furnished,4,Bachelors/Family,2.0,Agent,Gurgaon,150000
4,Apartment,Semi-Furnished,5,Bachelors,5.0,Agent,Gurgaon,250000
3,Apartment,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,40000
4,Apartment,Furnished,4,Bachelors/Family,4.0,Agent,Gurgaon,65000
3,Builder Floor,Unfurnished,3,Bachelors,2.0,Agent,Gurgaon,75000
3,Builder Floor,Unfurnished,3,Bachelors,2.0,Owner,Gurgaon,120000
3,Apartment,Semi-Furnished,3,Family,2.0,Agent,Gurgaon,49000
2,Apartment,Semi-Furnished,2,Bachelors/Family,4.0,Agent,Gurgaon,28500
4,Apartment,Semi-Furnished,4,Bachelors/Family,3.0,Agent,Gurgaon,55000
4,Apartment,Furnished,4,Bachelors/Family,3.0,Agent,Gurgaon,210000
1,Builder Floor,Furnished,1,Bachelors,10.0,Owner,Gurgaon,30000
4,Builder Floor,Unfurnished,4,Bachelors,4.0,Agent,Gurgaon,52000
3,Apartment,Semi-Furnished,3,Bachelors/Family,3.0,Agent,Gurgaon,70000
3,Builder Floor,Semi-Furnished,3,Bachelors/Family,3.0,Owner,Gurgaon,90000
2,Builder Floor,Furnished,2,Bachelors,2.0,Agent,Gurgaon,38000
3,Apartment,Furnished,3,Bachelors/Family,3.0,Owner,Gurgaon,72000
3,Villa,Semi-Furnished,3,Bachelors,2.0,Agent,Gurgaon,70000
1,Builder Floor,Furnished,1,Bachelors/Family,1.0,Agent,Gurgaon,42500
3,Builder Floor,Semi-Furnished,3,Family,3.0,Agent,Gurgaon,55000
3,Apartment,Unfurnished,3,Family,3.0,Agent,Gurgaon,62000
3,Builder Floor,Furnished,3,Bachelors/Family,2.0,Agent,Gurgaon,40000
4,Apartment,Furnished,4,Bachelors/Family,4.0,Agent,Gurgaon,230000
4,Builder Floor,Semi-Furnished,4,Bachelors/Family,1.0,Agent,Gurgaon,130000
2,Apartment,Furnished,2,Family,3.0,Agent,Gurgaon,91000
3,Apartment,Semi-Furnished,4,Bachelors,4.0,Agent,Gurgaon,50000
3,Apartment,Semi-Furnished,3,Family,3.0,Agent,Gurgaon,32000
2,Apartment,Unfurnished,2,Bachelors,10.0,Agent,Gurgaon,50000
3, House,Semi-Furnished,2,Family,2.0,Agent,Gurgaon,46500
3,Apartment,Semi-Furnished,3,Bachelors/Family,2.0,Agent,Gurgaon,55200
4,Villa,Semi-Furnished,3,Bachelors,3.0,Owner,Gurgaon,51000
2,Apartment,Semi-Furnished,2,Bachelors/Family,2.0,Agent,Gurgaon,38500
3,Builder Floor,Semi-Furnished,3,Bachelors,2.0,Owner,Gurgaon,110000
3,Builder Floor,Unfurnished,3,Bachelors,2.0,Owner,Gurgaon,10000
4,Apartment,Semi-Furnished,4,Bachelors/Family,4.0,Agent,Gurgaon,40000
3,Apartment,Furnished,4,Bachelors,4.0,Owner,Gurgaon,90000
4,Apartment,Semi-Furnished,4,Bachelors/Family,1.0,Owner,Gurgaon,130000
3,Apartment,Semi-Furnished,3,Bachelors,4.0,Owner,Gurgaon,60000
3,Apartment,Semi-Furnished,3,Bachelors,4.0,Owner,Gurgaon,52000
4,Apartment,Semi-Furnished,4,Family,4.0,Owner,Gurgaon,75000
3,Apartment,Semi-Furnished,3,Bachelors/Family,4.0,Owner,Gurgaon,70000
4,Apartment,Semi-Furnished,5,Bachelors/Family,2.0,Owner,Gurgaon,180000
3,Apartment,Furnished,4,Bachelors,4.0,Owner,Gurgaon,130000
2,Apartment,Semi-Furnished,2,Bachelors,2.0,Agent,Gurgaon,32500
3,Apartment,Semi-Furnished,3,Bachelors/Family,2.0,Owner,Gurgaon,35000
4,Apartment,Semi-Furnished,5,Bachelors/Family,3.0,Owner,Gurgaon,40000
3,Apartment,Semi-Furnished,4,Bachelors,4.0,Owner,Gurgaon,65000
6,Villa,Semi-Furnished,5,Bachelors,4.0,Owner,Gurgaon,190000
2,Apartment,Furnished,2,Bachelors/Family,4.0,Owner,Gurgaon,18000
4,Villa,Furnished,5,Bachelors/Family,4.0,Owner,Gurgaon,10000
2,Apartment,Unfurnished,2,Bachelors/Family,1.0,Agent,Gurgaon,49500
5,Builder Floor,Semi-Furnished,6,Bachelors/Family,3.0,Owner,Gurgaon,20000
3,Apartment,Furnished,4,Bachelors,3.0,Owner,Gurgaon,110000
3,Builder Floor,Semi-Furnished,4,Family,2.0,Owner,Gurgaon,70000
4,Apartment,Semi-Furnished,4,Bachelors/Family,3.0,Owner,Gurgaon,60000
4,Builder Floor,Semi-Furnished,4,Bachelors,2.0,Owner,Gurgaon,140000
4,Villa,Unfurnished,4,Bachelors,4.0,Owner,Gurgaon,270000
2,Apartment,Unfurnished,2,Bachelors,4.0,Owner,Gurgaon,18000
3,Builder Floor,Semi-Furnished,3,Bachelors/Family,3.0,Agent,Gurgaon,85000
4,Apartment,Semi-Furnished,4,Family,3.0,Agent,Gurgaon,160000
4,Builder Floor,Furnished,4,Bachelors,3.0,Agent,Gurgaon,65000
4,Builder Floor,Semi-Furnished,3,Bachelors,2.0,Agent,Gurgaon,50000
4,Apartment,Semi-Furnished,4,Bachelors/Family,4.0,Owner,Gurgaon,75000
2,Apartment,Furnished,2,Bachelors,2.0,Agent,Gurgaon,35000
2, House,Furnished,2,Bachelors,1.0,Owner,Gurgaon,25000
4,Apartment,Semi-Furnished,4,Family,3.0,Agent,Gurgaon,310000
4,Builder Floor,Semi-Furnished,4,Bachelors,2.0,Agent,Gurgaon,85000
1,Builder Floor,Furnished,1,Bachelors/Family,1.0,Owner,Gurgaon,30000
4,Apartment,Furnished,4,Bachelors/Family,3.0,Owner,Gurgaon,230000
4,Apartment,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,46000
4,Builder Floor,Semi-Furnished,4,Bachelors,2.0,Agent,Gurgaon,10000
4,Apartment,Semi-Furnished,4,Bachelors,3.0,Owner,Gurgaon,67000
4,Apartment,Semi-Furnished,4,Bachelors/Family,4.0,Owner,Gurgaon,34000
2,Builder Floor,Furnished,2,Bachelors,2.0,Agent,Gurgaon,35000
3,Apartment,Semi-Furnished,3,Bachelors,2.0,Agent,Gurgaon,38000
2,Builder Floor,Furnished,2,Bachelors,2.0,Agent,Gurgaon,52000
3,Builder Floor,Semi-Furnished,3,Bachelors/Family,2.0,Agent,Gurgaon,50000
4,Builder Floor,Semi-Furnished,5,Bachelors/Family,2.0,Agent,Gurgaon,160000
3,Builder Floor,Semi-Furnished,3,Bachelors,2.0,Owner,Gurgaon,150000
3,Apartment,Semi-Furnished,3,Bachelors/Family,3.0,Agent,Gurgaon,120000
3,Apartment,Semi-Furnished,2,Bachelors/Family,3.0,Agent,Gurgaon,38000
3,Apartment,Semi-Furnished,3,Family,3.0,Agent,Gurgaon,48000
2,Apartment,Unfurnished,2,Bachelors,2.0,Agent,Gurgaon,13500
5,Apartment,Semi-Furnished,5,Bachelors,3.0,Agent,Gurgaon,260000
3,Builder Floor,Semi-Furnished,3,Bachelors,2.0,Agent,Gurgaon,50000
3,Apartment,Semi-Furnished,2,Family,2.0,Agent,Gurgaon,24000
2,Builder Floor,Furnished,2,Bachelors,2.0,Agent,Gurgaon,42000
4,Apartment,Furnished,3,Family,8.0,Agent,Gurgaon,65000
3,Apartment,Furnished,4,Bachelors,4.0,Agent,Gurgaon,250000
3,Apartment,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,32000
1,Builder Floor,Furnished,2,Bachelors/Family,2.0,Agent,Gurgaon,35000
3,Builder Floor,Semi-Furnished,3,Bachelors,3.0,Agent,Gurgaon,65000
4,Apartment,Semi-Furnished,4,Bachelors,3.0,Owner,Gurgaon,130000
2,Apartment,Semi-Furnished,2,Bachelors,1.0,Owner,Gurgaon,18150
2, House,Unfurnished,2,Bachelors/Family,3.0,Owner,Gurgaon,24000
9, House,Semi-Furnished,9,Bachelors,6.0,Agent,Gurgaon,130000
3,Flat ,Semi-Furnished,3,Family,2.0,Owner,Ahmedabad,20000
3,Flat ,Semi-Furnished,3,Family,1.0,Owner,Ahmedabad,42000
4,Flat ,Furnished,4,Family,2.0,Owner,Ahmedabad,130000
3,Flat ,Semi-Furnished,3,Family,1.0,Agent,Ahmedabad,25000
3,Flat ,Unfurnished,3,Family,1.0,Agent,Ahmedabad,28000
3,Flat ,Furnished,3,Bachelors,1.0,Owner,Ahmedabad,50000
2,Flat ,Semi-Furnished,2,Family,1.0,Owner,Ahmedabad,22000
4,Flat ,Semi-Furnished,4,Bachelors/Family,2.0,Owner,Ahmedabad,10000
4,Flat ,Unfurnished,4,Family,2.0,Agent,Ahmedabad,30000
3,Flat ,Furnished,3,Family,3.0,Owner,Ahmedabad,50000
3,Flat ,Furnished,3,Family,1.0,Owner,Ahmedabad,38000
3,Flat ,Semi-Furnished,3,Family,1.0,Owner,Ahmedabad,30000
3,Flat ,Furnished,3,Family,2.0,Agent,Ahmedabad,85000
3,Flat ,Furnished,3,Family,1.0,Owner,Ahmedabad,36000
5,Flat ,Semi-Furnished,4,Family,2.0,Agent,Ahmedabad,120000
2,Flat ,Furnished,2,Family,1.0,Agent,Ahmedabad,25000
4,Flat ,Furnished,4,Family,1.0,Agent,Ahmedabad,250000
3,Flat ,Unfurnished,3,Family,2.0,Agent,Ahmedabad,30000
3,Flat ,Furnished,4,Family,2.0,Agent,Ahmedabad,35000
4,Villa,Furnished,4,Family,3.0,Agent,Ahmedabad,230000
3,Flat ,Semi-Furnished,3,Family,1.0,Agent,Ahmedabad,40000
4, House,Unfurnished,3,Family,1.0,Agent,Ahmedabad,30000
2,Flat ,Semi-Furnished,2,Family,1.0,Agent,Ahmedabad,23000
4,Flat ,Furnished,4,Family,2.0,Agent,Ahmedabad,170000
3,Flat ,Furnished,3,Family,2.0,Agent,Ahmedabad,40000
3,Flat ,Furnished,3,Family,1.0,Agent,Ahmedabad,46000
3,Flat ,Semi-Furnished,3,Bachelors/Family,1.0,Agent,Ahmedabad,26000
4, House,Furnished,2,Bachelors/Family,2.0,Agent,Ahmedabad,75000
3,Flat ,Furnished,3,Family,1.0,Agent,Ahmedabad,75000
4,Flat ,Furnished,4,Family,1.0,Owner,Ahmedabad,150000
3,Villa,Furnished,3,Bachelors/Family,1.0,Agent,Ahmedabad,70000
3,Apartment,Furnished,3,Family,1.0,Agent,Ahmedabad,43000
5,Apartment,Unfurnished,5,Bachelors/Family,2.0,Agent,Ahmedabad,250000
3,Apartment,Semi-Furnished,3,Bachelors,1.0,Agent,Ahmedabad,27000
4,Apartment,Furnished,4,Family,1.0,Agent,Ahmedabad,20000
3,Builder Floor,Semi-Furnished,2,Bachelors/Family,2.0,Owner,Ahmedabad,16000
4,Apartment,Furnished,5,Family,2.0,Agent,Ahmedabad,75000
3,Apartment,Unfurnished,3,Bachelors/Family,1.0,Agent,Ahmedabad,50000
3,Apartment,Unfurnished,3,Bachelors,1.0,Agent,Ahmedabad,55000
2,Apartment,Unfurnished,1,Bachelors,1.0,Owner,Ahmedabad,25000
4,Apartment,Semi-Furnished,4,Family,1.0,Agent,Ahmedabad,110000
4,Apartment,Semi-Furnished,4,Family,2.0,Agent,Ahmedabad,35000
4,Apartment,Furnished,5,Family,2.0,Agent,Ahmedabad,350000
3,Apartment,Furnished,3,Family,1.0,Agent,Ahmedabad,68000
3,Apartment,Furnished,3,Family,1.0,Agent,Ahmedabad,38000
4,Villa,Furnished,5,Family,2.0,Agent,Ahmedabad,63000
3,Apartment,Furnished,3,Family,1.0,Agent,Ahmedabad,50000
3,Apartment,Semi-Furnished,2,Family,1.0,Agent,Ahmedabad,24000
3,Apartment,Semi-Furnished,3,Family,1.0,Agent,Ahmedabad,35000
3,Apartment,Furnished,2,Family,3.0,Owner,Ahmedabad,39500
2,Villa,Semi-Furnished,3,Bachelors/Family,1.0,Owner,Ahmedabad,80000
4,Apartment,Semi-Furnished,4,Bachelors/Family,2.0,Owner,Ahmedabad,68000
4,Villa,Unfurnished,4,Bachelors,1.0,Owner,Ahmedabad,45000
4,Villa,Furnished,5,Bachelors/Family,2.0,Owner,Ahmedabad,10000
3,Apartment,Unfurnished,3,Bachelors/Family,2.0,Owner,Ahmedabad,30000
3,Apartment,Furnished,3,Family,1.0,Agent,Ahmedabad,55000
4,Apartment,Furnished,4,Bachelors,2.0,Owner,Ahmedabad,70000
4,Apartment,Semi-Furnished,3,Bachelors,2.0,Owner,Ahmedabad,55000
4,Penthouse,Furnished,4,Bachelors,5.0,Owner,Ahmedabad,55000
3,Apartment,Semi-Furnished,3,Bachelors/Family,1.0,Owner,Ahmedabad,35000
3,Apartment,Furnished,3,Family,1.0,Agent,Ahmedabad,36000
3, House,Semi-Furnished,2,Bachelors/Family,2.0,Owner,Ahmedabad,35000
4,Villa,Semi-Furnished,5,Bachelors,2.0,Owner,Ahmedabad,41000
3,Apartment,Semi-Furnished,3,Bachelors,1.0,Agent,Ahmedabad,25000
3,Apartment,Unfurnished,3,Family,1.0,Agent,Ahmedabad,26000
3,Apartment,Semi-Furnished,3,Family,1.0,Agent,Ahmedabad,27500
3,Apartment,Furnished,3,Family,1.0,Owner,Ahmedabad,60000
3,Apartment,Unfurnished,3,Family,1.0,Agent,Ahmedabad,24000
3,Apartment,Unfurnished,3,Bachelors,1.0,Owner,Ahmedabad,26750
1,Apartment,Furnished,1,Bachelors,1.0,Owner,Ahmedabad,16000
4,Apartment,Furnished,3,Family,1.0,Agent,Ahmedabad,30000
4,Penthouse,Furnished,4,Family,3.0,Agent,Ahmedabad,85000
